genres,title,movie,rating100
Documentary,American Movie (1999),3007,80.0
Sci-Fi,Forbidden Planet (1956),1301,80.0
Children's,Winnie the Pooh and the Blustery Day (1968),1023,80.0
Documentary,Regret to Inform (1998),3609,80.0
Thriller,Repulsion (1965),3075,80.0
Romance,Marty (1955),1946,80.0
Romance,"Ghost and Mrs. Muir, The (1947)",943,80.0
Documentary,"Five Wives, Three Secretaries and Me (1998)",2909,80.0
Documentary,Frank and Ollie (1995),398,80.0
Crime,"Untouchables, The (1987)",2194,80.0
Sci-Fi,Star Wars: Episode VI - Return of the Jedi (1983),1210,80.0
Romance,"Room with a View, A (1986)",1296,80.0
Sci-Fi,Sleeper (1973),1077,80.0
Thriller,Outside Ozona (1998),2438,80.0
Romance,Gone with the Wind (1939),920,80.0
Romance,Say Anything... (1989),2248,80.0
War,Star Wars: Episode VI - Return of the Jedi (1983),1210,80.0
Western,"Fistful of Dollars, A (1964)",2951,80.0
Action,Condition Red (1995),624,80.0
Action,"Fistful of Dollars, A (1964)",2951,80.0
Action,"Dirty Dozen, The (1967)",2944,80.0
War,Red Sorghum (Hong Gao Liang) (1987),2972,80.0
War,Two Women (La Ciociara) (1961),3808,80.0
Romance,Witness (1985),1674,80.0
Action,"Untouchables, The (1987)",2194,80.0
Romance,Trouble in Paradise (1932),3739,80.0
Crime,Another Man's Poison (1952),3229,80.0
Documentary,Message to Love: The Isle of Wight Festival (1996),1420,80.0
Romance,Much Ado About Nothing (1993),497,80.0
Documentary,"Big One, The (1997)",1827,80.0
Thriller,"Ipcress File, The (1965)",2983,80.0
Crime,Illtown (1996),1842,80.0
War,"Last Emperor, The (1987)",1960,80.0
Action,Heaven's Burning (1997),1832,80.0
Mystery,Suspicion (1941),2206,80.0
Romance,When the Cats Away (Chacun cherche son chat) (1996),1571,79.0
Action,Goldfinger (1964),2947,79.0
Action,"Guns of Navarone, The (1961)",3654,79.0
War,Lifeboat (1944),2202,79.0
War,"Longest Day, The (1962)",3062,79.0
Fantasy,E.T. the Extra-Terrestrial (1982),1097,79.0
Documentary,"Cruise, The (1998)",2323,79.0
Adventure,Akira (1988),1274,79.0
Action,True Romance (1993),555,79.0
Adventure,"Adventures of Robin Hood, The (1938)",940,79.0
Romance,True Romance (1993),555,79.0
War,Richard III (1995),41,79.0
Musical,"Sound of Music, The (1965)",1035,79.0
Musical,On the Town (1949),3606,79.0
Action,"Blues Brothers, The (1980)",1220,79.0
Action,Rocky (1976),1954,79.0
Animation,Perfect Blue (1997),2810,79.0
Thriller,One False Move (1991),3728,79.0
Horror,"Exorcist, The (1973)",1997,79.0
Crime,True Romance (1993),555,79.0
Crime,Clean Slate (Coup de Torchon) (1981),681,79.0
Crime,Dog Day Afternoon (1975),3362,79.0
Adventure,Fitzcarraldo (1982),2970,79.0
Adventure,Deliverance (1972),2871,79.0
Documentary,On the Ropes (1999),2824,79.0
War,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",3742,79.0
Romance,Sabrina (1954),915,79.0
Action,Men With Guns (1997),1788,79.0
Film-Noir,"Asphalt Jungle, The (1950)",3364,79.0
Romance,Like Water for Chocolate (Como agua para chocolate) (1992),265,79.0
Animation,Akira (1988),1274,79.0
Musical,"King and I, The (1956)",2565,79.0
Sci-Fi,Open Your Eyes (Abre los ojos) (1997),2594,79.0
Romance,Strictly Ballroom (1992),1188,79.0
Action,"Longest Day, The (1962)",3062,79.0
Sci-Fi,E.T. the Extra-Terrestrial (1982),1097,79.0
Mystery,Perfect Blue (1997),2810,79.0
Thriller,"Murder, My Sweet (1944)",1069,79.0
Crime,"Few Good Men, A (1992)",2268,79.0
Musical,"Blues Brothers, The (1980)",1220,79.0
Sci-Fi,Twelve Monkeys (1995),32,79.0
Thriller,Deliverance (1972),2871,79.0
Documentary,"Decline of Western Civilization Part II: The Metal Years, The (1988)",3680,79.0
Sci-Fi,Akira (1988),1274,79.0
War,"Guns of Navarone, The (1961)",3654,79.0
War,Koyaanisqatsi (1983),1289,79.0
Mystery,"Red Violin, The (Le Violon rouge) (1998)",2686,79.0
Romance,"Affair to Remember, An (1957)",932,79.0
Thriller,Lifeboat (1944),2202,79.0
Romance,Groundhog Day (1993),1265,79.0
Thriller,"Man Who Knew Too Much, The (1956)",2183,79.0
Thriller,Marathon Man (1976),3551,79.0
Thriller,Akira (1988),1274,79.0
Romance,"Place in the Sun, A (1951)",3475,79.0
Romance,Open Your Eyes (Abre los ojos) (1997),2594,79.0
Documentary,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),3182,79.0
Documentary,Koyaanisqatsi (1983),1289,79.0
Film-Noir,"Murder, My Sweet (1944)",1069,79.0
Children's,E.T. the Extra-Terrestrial (1982),1097,79.0
Crime,"Asphalt Jungle, The (1950)",3364,79.0
Thriller,"Spanish Prisoner, The (1997)",1834,79.0
Romance,Dangerous Liaisons (1988),2020,79.0
Action,"Adventures of Robin Hood, The (1938)",940,79.0
Action,Heat (1995),6,78.0
Romance,Year of Living Dangerously (1982),2919,78.0
Animation,Beauty and the Beast (1991),595,78.0
Mystery,Spellbound (1945),931,78.0
Romance,"Man and a Woman, A (Un Homme et une Femme) (1966)",2969,78.0
Documentary,Arguing the World (1996),1743,78.0
Musical,"Hard Day's Night, A (1964)",2863,78.0
Musical,Holiday Inn (1942),3061,78.0
Musical,Mary Poppins (1964),1028,78.0
Musical,Fantasia (1940),1282,78.0
Documentary,Baraka (1992),3677,78.0
Romance,"Mrs. Brown (Her Majesty, Mrs. Brown) (1997)",1643,78.0
Romance,Emma (1996),838,78.0
Children's,Mary Poppins (1964),1028,78.0
Children's,Fantasia (1940),1282,78.0
Thriller,Cape Fear (1962),1344,78.0
Thriller,Rope (1948),2176,78.0
Film-Noir,Cape Fear (1962),1344,78.0
Thriller,Shallow Grave (1994),319,78.0
Children's,Chicken Run (2000),3751,78.0
Thriller,Spellbound (1945),931,78.0
Romance,Cyrano de Bergerac (1990),1277,78.0
Horror,"Birds, The (1963)",1333,78.0
Romance,Spellbound (1945),931,78.0
Thriller,Insomnia (1997),1889,78.0
Thriller,"Lock, Stock & Two Smoking Barrels (1998)",2542,78.0
Adventure,Star Trek: The Wrath of Khan (1982),1374,78.0
Thriller,Heat (1995),6,78.0
Action,"Night to Remember, A (1958)",3405,78.0
Musical,"Gay Divorcee, The (1934)",907,78.0
Thriller,"Game, The (1997)",1625,78.0
Horror,Invasion of the Body Snatchers (1956),2664,78.0
Musical,Beauty and the Beast (1991),595,78.0
Musical,Cabaret (1972),3545,78.0
Romance,Breakfast at Tiffany's (1961),902,78.0
War,Cabaret (1972),3545,78.0
Sci-Fi,Invasion of the Body Snatchers (1956),2664,78.0
Action,Lethal Weapon (1987),2000,78.0
Action,Kelly's Heroes (1970),3836,78.0
Mystery,"Game, The (1997)",1625,78.0
Horror,Ghostbusters (1984),2716,78.0
Romance,Romeo and Juliet (1968),3668,78.0
Documentary,My Best Fiend (Mein liebster Feind) (1999),3002,78.0
Romance,"Gay Divorcee, The (1934)",907,78.0
Crime,Drugstore Cowboy (1989),3019,78.0
Mystery,"Name of the Rose, The (1986)",2467,78.0
Animation,Fantasia (1940),1282,78.0
Animation,Chicken Run (2000),3751,78.0
Action,Star Trek: The Wrath of Khan (1982),1374,78.0
Thriller,Primal Fear (1996),628,78.0
Sci-Fi,Star Trek: The Wrath of Khan (1982),1374,78.0
Documentary,"Eyes of Tammy Faye, The (2000)",3859,78.0
Adventure,Dances with Wolves (1990),590,78.0
Sci-Fi,"Thing From Another World, The (1951)",2660,78.0
Children's,Beauty and the Beast (1991),595,78.0
Children's,Babe (1995),34,78.0
Horror,Bride of Frankenstein (1935),1340,78.0
Crime,Lethal Weapon (1987),2000,78.0
Crime,"Lock, Stock & Two Smoking Barrels (1998)",2542,78.0
Action,Drunken Master (Zui quan) (1979),2924,78.0
Action,Cyrano de Bergerac (1990),1277,78.0
War,Mrs. Miniver (1942),1936,78.0
Action,From Russia with Love (1963),2948,78.0
Musical,Nashville (1975),2303,78.0
Romance,Wings (1927),1925,78.0
Crime,Mystery Train (1989),3521,78.0
War,Kelly's Heroes (1970),3836,78.0
Crime,Heat (1995),6,78.0
Crime,Once Were Warriors (1994),290,78.0
Western,Dances with Wolves (1990),590,78.0
Western,High Plains Drifter (1972),2921,78.0
Western,For a Few Dollars More (1965),3681,78.0
War,Wings (1927),1925,78.0
Western,Dead Man (1995),714,78.0
Action,Evil Dead II (Dead By Dawn) (1987),1261,77.0
Western,Tombstone (1993),553,77.0
Western,Shane (1953),3871,77.0
War,"War of the Worlds, The (1953)",2662,77.0
Crime,Once Upon a Time in America (1984),1227,77.0
Romance,"Black Cat, White Cat (Crna macka, beli macor) (1998)",2843,77.0
War,"Great Locomotive Chase, The (1956)",3585,77.0
Fantasy,Heavenly Creatures (1994),247,77.0
Romance,Atlantic City (1980),2130,77.0
Thriller,"Man Who Knew Too Much, The (1934)",2212,77.0
Action,Highlander (1986),1275,77.0
Thriller,In the Line of Fire (1993),474,77.0
Adventure,Midnight Run (1988),3104,77.0
Romance,Twelfth Night (1996),892,77.0
Action,"War of the Worlds, The (1953)",2662,77.0
Action,Dr. No (1962),2949,77.0
Crime,"Long Goodbye, The (1973)",2511,77.0
Documentary,Trekkies (1997),2693,77.0
Children's,"Secret of NIMH, The (1982)",2139,77.0
Children's,Snow White and the Seven Dwarfs (1937),594,77.0
Romance,Heavenly Creatures (1994),247,77.0
Romance,"Lovers of the Arctic Circle, The (Los Amantes del Círculo Polar) (1998)",2585,77.0
Thriller,Red Rock West (1992),373,77.0
Adventure,Evil Dead II (Dead By Dawn) (1987),1261,77.0
Children's,Watership Down (1978),2138,77.0
Children's,Willy Wonka and the Chocolate Factory (1971),1073,77.0
Animation,"Bug's Life, A (1998)",2355,77.0
Mystery,Picnic at Hanging Rock (1975),1913,77.0
Crime,Go (1999),2580,77.0
Thriller,No Way Out (1987),3505,77.0
Crime,Midnight Run (1988),3104,77.0
Musical,Snow White and the Seven Dwarfs (1937),594,77.0
Crime,Ghost Dog: The Way of the Samurai (1999),3328,77.0
Horror,Misery (1990),3499,77.0
Film-Noir,"Big Combo, The (1955)",3292,77.0
Animation,Snow White and the Seven Dwarfs (1937),594,77.0
Animation,"Secret of NIMH, The (1982)",2139,77.0
Adventure,Highlander (1986),1275,77.0
Thriller,Peeping Tom (1960),2488,77.0
Adventure,"Great Locomotive Chase, The (1956)",3585,77.0
Thriller,Once Upon a Time in America (1984),1227,77.0
Horror,Dracula (1931),2644,77.0
Horror,Evil Dead II (Dead By Dawn) (1987),1261,77.0
Romance,Roseanna's Grave (For Roseanna) (1997),1564,77.0
Action,In the Line of Fire (1993),474,77.0
Horror,Peeping Tom (1960),2488,77.0
War,Birdy (1984),3342,77.0
War,Butterfly (La Lengua de las Mariposas) (2000),3746,77.0
Romance,Chungking Express (1994),123,77.0
Mystery,Dead Again (1991),3044,77.0
Musical,"American in Paris, An (1951)",900,77.0
Romance,Shadowlands (1993),534,77.0
Action,Midnight Run (1988),3104,77.0
War,Bananas (1971),1078,77.0
Thriller,Heavenly Creatures (1994),247,77.0
Adventure,Willy Wonka and the Chocolate Factory (1971),1073,77.0
Fantasy,Big (1988),2797,77.0
Romance,"American in Paris, An (1951)",900,77.0
Children's,"Bug's Life, A (1998)",2355,77.0
Thriller,Dead Again (1991),3044,77.0
Documentary,"Fast, Cheap & Out of Control (1997)",1649,77.0
Documentary,"Filth and the Fury, The (2000)",3539,77.0
Animation,Watership Down (1978),2138,77.0
Sci-Fi,"War of the Worlds, The (1953)",2662,77.0
Children's,"Muppet Movie, The (1979)",3396,77.0
Romance,"Autumn Tale, An (Conte d'automne) (1998)",2708,77.0
Romance,Dead Again (1991),3044,77.0
Crime,Atlantic City (1980),2130,77.0
Mystery,Chungking Express (1994),123,77.0
Documentary,Dadetown (1995),1138,77.0
Romance,Déjŕ Vu (1997),2175,77.0
Musical,White Christmas (1954),3675,77.0
Children's,"Little Princess, A (1995)",262,77.0
Children's,"Lion King, The (1994)",364,77.0
Fantasy,Watership Down (1978),2138,77.0
Fantasy,Willy Wonka and the Chocolate Factory (1971),1073,77.0
Animation,"Lion King, The (1994)",364,77.0
Musical,"Lion King, The (1994)",364,77.0
Romance,Maurice (1987),3094,77.0
War,To Be or Not to Be (1942),946,77.0
Musical,Aladdin (1992),588,76.0
Musical,All That Jazz (1979),2971,76.0
War,"Sea Wolves, The (1980)",3137,76.0
Action,Excalibur (1981),2872,76.0
Action,Born American (1986),3443,76.0
War,Prisoner of the Mountains (Kavkazsky Plennik) (1996),1450,76.0
Romance,Out of Sight (1998),1912,76.0
Action,"Taking of Pelham One Two Three, The (1974)",3384,76.0
War,Mediterraneo (1991),1184,76.0
War,"Last of the Mohicans, The (1992)",1408,76.0
Horror,"Thing, The (1982)",2288,76.0
Musical,Meet Me in St. Louis (1944),918,76.0
Musical,"Misérables, Les (1995)",73,76.0
Musical,"Jungle Book, The (1967)",2078,76.0
Musical,Guys and Dolls (1955),3549,76.0
Musical,Lady and the Tramp (1955),2080,76.0
Thriller,Foreign Correspondent (1940),929,76.0
Animation,Lady and the Tramp (1955),2080,76.0
Musical,Fantasia 2000 (1999),3159,76.0
Musical,Dancer in the Dark (2000),3910,76.0
Action,Out of Sight (1998),1912,76.0
Romance,Sliding Doors (1998),1680,76.0
Romance,Shine (1996),1357,76.0
Musical,"Damsel in Distress, A (1937)",1067,76.0
Action,"Sea Wolves, The (1980)",3137,76.0
Sci-Fi,Pi (1998),1921,76.0
Mystery,Klute (1971),1964,76.0
Thriller,Pi (1998),1921,76.0
Crime,"Grifters, The (1990)",1179,76.0
Animation,"Jungle Book, The (1967)",2078,76.0
Romance,Among Giants (1998),2569,76.0
Romance,Before Sunrise (1995),215,76.0
Crime,Bound (1996),866,76.0
Crime,Grosse Pointe Blank (1997),1500,76.0
Crime,Hana-bi (1997),1809,76.0
Animation,Fantasia 2000 (1999),3159,76.0
Animation,Aladdin (1992),588,76.0
Animation,Charlotte's Web (1973),2137,76.0
Documentary,Thirty-Two Short Films About Glenn Gould (1993),549,76.0
Crime,Donnie Brasco (1997),1466,76.0
Film-Noir,"Grifters, The (1990)",1179,76.0
Sci-Fi,"Thing, The (1982)",2288,76.0
Romance,Queen Margot (La Reine Margot) (1994),302,76.0
Documentary,"Haunted World of Edward D. Wood Jr., The (1995)",722,76.0
Romance,Chasing Amy (1997),1639,76.0
Romance,Bound (1996),866,76.0
Sci-Fi,Dark City (1998),1748,76.0
Action,"Kid, The (1921)",3310,76.0
Action,"Last of the Mohicans, The (1992)",1408,76.0
Documentary,Looking for Richard (1996),1050,76.0
Thriller,Amateur (1994),149,76.0
Sci-Fi,X-Men (2000),3793,76.0
Thriller,"Thing, The (1982)",2288,76.0
Documentary,"Endless Summer, The (1966)",3653,76.0
Children's,Aladdin (1992),588,76.0
Children's,Charlotte's Web (1973),2137,76.0
Thriller,Dark City (1998),1748,76.0
Thriller,"Contender, The (2000)",3952,76.0
Romance,"American President, The (1995)",11,76.0
Horror,Rosemary's Baby (1968),2160,76.0
Adventure,"Old Man and the Sea, The (1958)",1085,76.0
Thriller,I Can't Sleep (J'ai pas sommeil) (1994),1369,76.0
Adventure,Where Eagles Dare (1969),3366,76.0
Children's,"Jungle Book, The (1967)",2078,76.0
Children's,Lady and the Tramp (1955),2080,76.0
Crime,Amateur (1994),149,76.0
Romance,Excalibur (1981),2872,76.0
Mystery,Blowup (1966),3788,76.0
Musical,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",199,76.0
Thriller,Saboteur (1942),2204,76.0
Thriller,Rosemary's Baby (1968),2160,76.0
Film-Noir,Dark City (1998),1748,76.0
Children's,Fantasia 2000 (1999),3159,76.0
Action,"Thing, The (1982)",2288,76.0
Adventure,Army of Darkness (1993),1215,76.0
Romance,Office Space (1999),2502,76.0
Documentary,Better Living Through Circuitry (1999),3625,76.0
Thriller,Bound (1996),866,76.0
Horror,Army of Darkness (1993),1215,76.0
Thriller,Casino (1995),16,76.0
Thriller,Born American (1986),3443,76.0
Romance,"Damsel in Distress, A (1937)",1067,76.0
Romance,Dave (1993),440,76.0
Action,Where Eagles Dare (1969),3366,76.0
Action,X-Men (2000),3793,76.0
Children's,Kim (1950),755,76.0
Fantasy,Excalibur (1981),2872,76.0
Romance,Lady and the Tramp (1955),2080,76.0
Sci-Fi,Army of Darkness (1993),1215,76.0
Romance,Indochine (1992),2943,76.0
Crime,Out of Sight (1998),1912,76.0
Western,"Man from Laramie, The (1955)",3311,76.0
Western,Jeremiah Johnson (1972),3074,76.0
War,Where Eagles Dare (1969),3366,76.0
Action,Army of Darkness (1993),1215,76.0
War,Three Kings (1999),2890,76.0
Western,Pale Rider (1985),2401,75.0
Action,Clear and Present Danger (1994),349,75.0
Adventure,Captain Horatio Hornblower (1951),3406,75.0
Adventure,Clear and Present Danger (1994),349,75.0
Thriller,Safe (1995),190,75.0
Thriller,"Simple Plan, A (1998)",2391,75.0
Thriller,Patriot Games (1992),3256,75.0
Mystery,Blue Velvet (1986),2076,75.0
Adventure,Easy Rider (1969),3168,75.0
Adventure,For Whom the Bell Tolls (1943),897,75.0
Mystery,"Big Lebowski, The (1998)",1732,75.0
Adventure,Jurassic Park (1993),480,75.0
Adventure,Galaxy Quest (1999),3175,75.0
Crime,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",2952,75.0
Crime,"Big Lebowski, The (1998)",1732,75.0
Sci-Fi,Contact (1997),1584,75.0
Sci-Fi,"Invisible Man, The (1933)",3932,75.0
Sci-Fi,Galaxy Quest (1999),3175,75.0
Sci-Fi,Men in Black (1997),1580,75.0
Musical,Cinderella (1950),1022,75.0
Thriller,Last Night (1998),3008,75.0
Thriller,"Hard 8 (a.k.a. Sydney, a.k.a. Hard Eight) (1996)",2952,75.0
Adventure,Men in Black (1997),1580,75.0
Crime,I Went Down (1997),1910,75.0
Action,Jurassic Park (1993),480,75.0
Action,Men in Black (1997),1580,75.0
Horror,"Invisible Man, The (1933)",3932,75.0
Action,I Went Down (1997),1910,75.0
Sci-Fi,Jurassic Park (1993),480,75.0
Animation,Bambi (1942),2018,75.0
Animation,Cinderella (1950),1022,75.0
Crime,"Simple Plan, A (1998)",2391,75.0
Crime,Sneakers (1992),1396,75.0
Adventure,True Grit (1969),3494,75.0
Animation,"South Park: Bigger, Longer and Uncut (1999)",2700,75.0
Animation,Mulan (1998),1907,75.0
Animation,Pinocchio (1940),596,75.0
Animation,"Little Mermaid, The (1989)",2081,75.0
Animation,Robin Hood (1973),3034,75.0
Musical,"Little Mermaid, The (1989)",2081,75.0
Musical,Help! (1965),2946,75.0
Documentary,"Saltmen of Tibet, The (1997)",2129,75.0
War,"Crying Game, The (1992)",1094,75.0
Action,"Pope of Greenwich Village, The (1984)",2347,75.0
Action,Patriot Games (1992),3256,75.0
Action,"Patriot, The (2000)",3753,75.0
Sci-Fi,Sneakers (1992),1396,75.0
War,Cross of Iron (1977),3339,75.0
Children's,Bambi (1942),2018,75.0
Documentary,"Brother, Can You Spare a Dime? (1975)",2981,75.0
Documentary,"Marcello Mastroianni: I Remember Yes, I Remember (1997)",2776,75.0
Children's,"Little Mermaid, The (1989)",2081,75.0
Film-Noir,T-Men (1947),1154,75.0
Children's,"Great Muppet Caper, The (1981)",3397,75.0
Horror,"American Werewolf in London, An (1981)",1321,75.0
Documentary,Brother Minister: The Assassination of Malcolm X (1994),404,75.0
Children's,Cinderella (1950),1022,75.0
Documentary,Nico Icon (1995),77,75.0
Children's,Robin Hood (1973),3034,75.0
Documentary,"Perfect Candidate, A (1996)",1123,75.0
Documentary,Small Wonders (1996),985,75.0
Children's,"Secret Garden, The (1993)",531,75.0
War,For Whom the Bell Tolls (1943),897,75.0
Mystery,JFK (1991),3386,75.0
Children's,Mulan (1998),1907,75.0
War,Captain Horatio Hornblower (1951),3406,75.0
Documentary,"Line King: Al Hirschfeld, The (1996)",1144,75.0
Children's,Pinocchio (1940),596,75.0
Western,True Grit (1969),3494,75.0
Western,Hang 'em High (1967),2922,75.0
War,Pork Chop Hill (1959),2669,75.0
Horror,"Wolf Man, The (1941)",2654,75.0
Action,Captain Horatio Hornblower (1951),3406,75.0
War,"Patriot, The (2000)",3753,75.0
War,Mephisto (1981),2075,75.0
War,"Good Morning, Vietnam (1987)",3448,75.0
Action,"Abyss, The (1989)",1127,74.0
Western,McCabe & Mrs. Miller (1971),3093,74.0
War,Hell in the Pacific (1968),3143,74.0
Musical,Alice in Wonderland (1951),1032,74.0
Sci-Fi,"20,000 Leagues Under the Sea (1954)",1019,74.0
Crime,Crossfire (1947),1068,74.0
Action,Top Gun (1986),1101,74.0
Action,Total Recall (1990),2916,74.0
Action,Thelma & Louise (1991),3418,74.0
Children's,Sleeping Beauty (1959),2096,74.0
Sci-Fi,Total Recall (1990),2916,74.0
Mystery,"Daytrippers, The (1996)",1484,74.0
Sci-Fi,Mystery Science Theater 3000: The Movie (1996),671,74.0
Horror,Halloween (1978),1982,74.0
Children's,Old Yeller (1957),1012,74.0
War,"Colonel Chabert, Le (1994)",389,74.0
War,Crimson Tide (1995),161,74.0
Documentary,"Life and Times of Hank Greenberg, The (1998)",3188,74.0
Children's,"Nightmare Before Christmas, The (1993)",551,74.0
Children's,"Little Princess, The (1939)",917,74.0
Film-Noir,Who Framed Roger Rabbit? (1988),2987,74.0
Action,"Rock, The (1996)",733,74.0
Action,Romancing the Stone (1984),2406,74.0
Sci-Fi,Time Bandits (1981),2968,74.0
Adventure,Indiana Jones and the Temple of Doom (1984),2115,74.0
Sci-Fi,Gattaca (1997),1653,74.0
Sci-Fi,"Hidden, The (1987)",3576,74.0
Fantasy,"20,000 Leagues Under the Sea (1954)",1019,74.0
Sci-Fi,Star Trek: First Contact (1996),1356,74.0
Horror,"Dead Zone, The (1983)",2118,74.0
Sci-Fi,Nineteen Eighty-Four (1984),2117,74.0
Mystery,Manhattan Murder Mystery (1993),492,74.0
Action,Planet of the Apes (1968),2529,74.0
Children's,Alice in Wonderland (1951),1032,74.0
Children's,"20,000 Leagues Under the Sea (1954)",1019,74.0
Children's,Dumbo (1941),1029,74.0
Film-Noir,Crossfire (1947),1068,74.0
War,Coming Home (1978),3724,74.0
Documentary,American Dream (1990),1169,74.0
Animation,Who Framed Roger Rabbit? (1988),2987,74.0
Animation,Yellow Submarine (1968),2857,74.0
Musical,Dumbo (1941),1029,74.0
Crime,Carlito's Way (1993),431,74.0
Sci-Fi,"Abyss, The (1989)",1127,74.0
Horror,Poltergeist (1982),1994,74.0
Adventure,Romancing the Stone (1984),2406,74.0
Crime,"Limey, The (1999)",2912,74.0
Musical,"Nightmare Before Christmas, The (1993)",551,74.0
Musical,Oliver! (1968),1951,74.0
Musical,Sleeping Beauty (1959),2096,74.0
Adventure,Who Framed Roger Rabbit? (1988),2987,74.0
Adventure,Total Recall (1990),2916,74.0
Animation,Sleeping Beauty (1959),2096,74.0
Fantasy,"Faraway, So Close (In Weiter Ferne, So Nah!) (1993)",3920,74.0
Musical,Gypsy (1962),3604,74.0
Fantasy,Time Bandits (1981),2968,74.0
Animation,I Married A Strange Person (1997),2189,74.0
Sci-Fi,Planet of the Apes (1968),2529,74.0
Adventure,"Rock, The (1996)",733,74.0
Crime,Purple Noon (1960),659,74.0
Crime,Joe the King (1999),2963,74.0
Crime,Jackie Brown (1997),1729,74.0
Adventure,Star Trek: First Contact (1996),1356,74.0
Action,Thunderball (1965),2993,74.0
Adventure,"Mark of Zorro, The (1940)",941,74.0
Action,Star Trek: First Contact (1996),1356,74.0
Action,Indiana Jones and the Temple of Doom (1984),2115,74.0
Action,"Limey, The (1999)",2912,74.0
Sci-Fi,Repo Man (1984),1965,74.0
Horror,"Hidden, The (1987)",3576,74.0
Animation,Alice in Wonderland (1951),1032,74.0
Adventure,Time Bandits (1981),2968,74.0
Animation,Dumbo (1941),1029,74.0
Western,Magnum Force (1973),3682,74.0
Adventure,"20,000 Leagues Under the Sea (1954)",1019,74.0
Musical,Yellow Submarine (1968),2857,74.0
Adventure,"Abyss, The (1989)",1127,74.0
Horror,Near Dark (1987),3727,74.0
Western,"Dorado, El (1967)",3487,74.0
War,Tora! Tora! Tora! (1970),3066,74.0
Action,Enemy of the State (1998),2353,74.0
Action,"Hidden, The (1987)",3576,74.0
Action,"Mariachi, El (1992)",3267,74.0
Action,"Man with the Golden Gun, The (1974)",3639,73.0
Mystery,Stalker (1979),1232,73.0
Action,"Fifth Element, The (1997)",1527,73.0
War,Pink Floyd - The Wall (1982),1298,73.0
War,Underground (1995),665,73.0
Western,Cat Ballou (1965),3873,73.0
Western,"Big Country, The (1958)",3368,73.0
War,"Story of G.I. Joe, The (1945)",3670,73.0
Children's,Labyrinth (1986),1967,73.0
Horror,Night of the Living Dead (1968),968,73.0
Sci-Fi,"Dark Crystal, The (1982)",2140,73.0
Crime,Cyclo (1995),850,73.0
Adventure,"Big Blue, The (Le Grand Bleu) (1988)",1216,73.0
Action,Coldblooded (1995),394,73.0
Crime,Man Bites Dog (C'est arrivé prčs de chez vous) (1992),3266,73.0
Sci-Fi,Mad Max (1979),3702,73.0
Musical,Funny Face (1957),901,73.0
Sci-Fi,Predator (1987),3527,73.0
Horror,King Kong (1933),2366,73.0
Adventure,"Slipper and the Rose, The (1976)",3612,73.0
Adventure,Star Trek IV: The Voyage Home (1986),1376,73.0
Fantasy,Labyrinth (1986),1967,73.0
Fantasy,Ladyhawke (1985),3479,73.0
Sci-Fi,Quatermass and the Pit (1967),3658,73.0
Animation,Peter Pan (1953),2087,73.0
Fantasy,Peter Pan (1953),2087,73.0
Fantasy,"Dark Crystal, The (1982)",2140,73.0
Adventure,True Lies (1994),380,73.0
Musical,"Slipper and the Rose, The (1976)",3612,73.0
Musical,Peter Pan (1953),2087,73.0
Musical,Pink Floyd - The Wall (1982),1298,73.0
Musical,Anchors Aweigh (1945),3599,73.0
Musical,"Band Wagon, The (1953)",935,73.0
Animation,Tarzan (1999),2687,73.0
Crime,"Young Poisoner's Handbook, The (1995)",117,73.0
Sci-Fi,Stalker (1979),1232,73.0
Sci-Fi,Star Trek IV: The Voyage Home (1986),1376,73.0
Sci-Fi,Night of the Living Dead (1968),968,73.0
Sci-Fi,"Fifth Element, The (1997)",1527,73.0
Crime,Freeway (1996),1034,73.0
Adventure,King Kong (1933),2366,73.0
Adventure,Lord of the Flies (1963),3461,73.0
Adventure,Labyrinth (1986),1967,73.0
Adventure,Ladyhawke (1985),3479,73.0
Documentary,"Source, The (1999)",2813,73.0
Children's,Tarzan (1999),2687,73.0
Documentary,Synthetic Pleasures (1995),1039,73.0
Children's,"Dark Crystal, The (1982)",2140,73.0
Children's,Peter Pan (1953),2087,73.0
Sci-Fi,Mad Max 2 (a.k.a. The Road Warrior) (1981),3703,73.0
Documentary,Unzipped (1995),206,73.0
War,Lucie Aubrac (1997),2833,73.0
War,"Land Girls, The (1998)",1898,73.0
War,Rob Roy (1995),151,72.0
War,South Pacific (1958),2941,72.0
Mystery,Stage Fright (1950),2187,72.0
Mystery,"Trouble with Harry, The (1955)",2184,72.0
Adventure,"Crimson Pirate, The (1952)",3417,72.0
Musical,Victor/Victoria (1982),1081,72.0
Adventure,"7th Voyage of Sinbad, The (1958)",3153,72.0
Adventure,Batman (1989),592,72.0
Adventure,"Edge, The (1997)",1615,72.0
Adventure,Fly Away Home (1996),986,72.0
Adventure,Fantastic Voyage (1966),3927,72.0
Adventure,Around the World in 80 Days (1956),952,72.0
Crime,Batman (1989),592,72.0
Crime,"General, The (1998)",2425,72.0
Musical,Song of the South (1946),2099,72.0
Musical,South Pacific (1958),2941,72.0
Fantasy,"7th Voyage of Sinbad, The (1958)",3153,72.0
Adventure,Song of the South (1946),2099,72.0
